Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,297.733887,300.699884,297.18532,300.504639,300.504639,73641200
2020-06-09,297.808274,300.579027,296.93428,298.263885,298.263885,77479200
2020-06-10,298.849688,299.751575,295.874383,296.599609,296.599609,95000800
2020-06-11,289.588962,290.230512,278.94301,279.500854,279.500854,209243600
2020-06-12,286.595123,287.376134,277.632066,282.848114,282.848114,194678900
2020-06-15,277.092833,286.632378,275.902716,285.488739,285.488739,135782700
2020-06-16,293.326827,293.475595,286.065252,290.983765,290.983765,137627500
2020-06-17,292.015734,292.313271,289.031123,289.774963,289.774963,83398900
2020-06-18,288.240897,290.370072,287.776008,289.886597,289.886597,80828700
2020-06-19,293.394131,293.590236,286.259346,288.229828,288.229828,135549600
2020-06-22,287.622864,290.480507,286.464873,290.078949,290.078949,74649400
2020-06-23,292.759175,293.702393,291.003493,291.414398,291.414398,68471200
2020-06-24,289.350531,289.976237,282.12238,283.980774,283.980774,132813500
2020-06-25,283.401754,287.296007,281.356575,287.025177,287.025177,89468000
2020-06-26,285.913913,286.128713,279.619632,280.207947,280.207947,127961000
2020-06-29,281.47803,284.466399,279.16202,284.326324,284.326324,79773300
2020-06-30,283.887433,289.686793,283.728691,287.968445,287.968445,113394800
2020-07-01,289.098344,291.264931,288.631409,289.985504,289.985504,72396500
2020-07-02,293.459519,294.822991,290.91007,291.582458,291.582458,69344200
2020-07-06,295.448654,296.672022,294.692221,296.083679,296.083679,61713800
2020-07-07,294.524198,296.522667,292.647108,293.029999,293.029999,82910000
2020-07-08,293.805087,295.383331,292.021419,295.271271,295.271271,54638600
2020-07-09,295.887616,296.130431,290.134968,293.590302,293.590302,83354200
2020-07-10,293.524948,296.858874,292.077459,296.588043,296.588043,57550400
2020-07-13,298.960051,301.369425,293.356827,294.019867,294.019867,102997500
2020-07-14,292.5817,298.614526,291.36768,297.830078,297.830078,93657000
2020-07-15,301.089311,301.677654,298.156942,300.566345,300.566345,87196500
2020-07-16,298.642545,300.034004,297.988824,299.576416,299.576416,54622500
2020-07-17,300.594339,301.238712,298.595841,300.444916,300.444916,62774900
2020-07-20,300.174086,303.629419,299.417652,302.872986,302.872986,56308800
2020-07-21,304.862141,305.310381,302.518116,303.517365,303.517365,57292200
2020-07-22,303.153164,305.562567,303.041104,305.245026,305.245026,57792900
2020-07-23,304.880863,305.590614,300.220855,301.602966,301.602966,75738000
2020-07-24,299.725809,300.697014,298.138217,299.660431,299.660431,73766600
2020-07-27,300.360791,302.02308,299.557648,301.845642,301.845642,48293000
2020-07-28,301.107902,302.237906,299.632398,299.931244,299.931244,57495000
2020-07-29,300.818504,304.189793,300.781142,303.620117,303.620117,48454200
2020-07-30,300.612972,302.956996,298.502443,302.536743,302.536743,61861700
2020-07-31,304.348464,305.0302,300.080668,304.92746,304.92746,84986800
2020-08-03,306.608473,307.822494,306.057493,307.047394,307.047394,53077900
2020-08-04,306.178871,308.233398,306.178871,308.233398,308.233398,41917900
2020-08-05,309.550165,310.409338,309.279334,310.147827,310.147827,42697700
2020-08-06,309.559469,312.342386,309.232609,312.220978,312.220978,43679400
2020-08-07,311.240459,312.734658,310.325255,312.44516,312.44516,57308300
2020-08-10,312.902745,313.565785,310.941611,313.379028,313.379028,44282100
2020-08-11,314.574431,315.218804,310.054499,310.792236,310.792236,69601100
2020-08-12,313.257625,315.909814,313.22961,315.125366,315.125366,53774400
2020-08-13,314.350181,315.881742,313.621763,314.555634,314.555634,41816100
2020-08-14,314.163445,315.106663,313.425679,314.565002,314.565002,47260400
2020-08-17,315.592346,315.965889,314.57443,315.564331,315.564331,35481000
2020-08-18,315.965885,316.675636,314.350278,316.246063,316.246063,38733900
2020-08-19,316.628822,317.151787,314.359523,314.929199,314.929199,68054200
2020-08-20,313.182875,316.395393,313.052148,315.90979,315.90979,42207800
2020-08-21,315.57359,317.254546,315.228034,317.030426,317.030426,55106600
2020-08-24,319.495867,320.317678,317.002448,320.242981,320.242981,48588700
2020-08-25,320.812606,321.447631,319.63592,321.363586,321.363586,38463400
2020-08-26,321.961214,324.85619,321.410234,324.585388,324.585388,50790200
2020-08-27,325.463315,326.76138,323.614241,325.295197,325.295197,58034100
2020-08-28,326.331795,327.527148,325.127094,327.396393,327.396393,48588900
2020-08-31,327.181591,328.068751,325.97689,326.210358,326.210358,66099200
2020-09-01,327.050872,329.385549,326.145016,329.282837,329.282837,54908700
2020-09-02,331.215936,335.026116,330.057917,334.045563,334.045563,69540000
2020-09-03,332.336631,332.812915,319.934827,322.549683,322.549683,148011100
2020-09-04,323.240685,324.828248,312.725291,319.916107,319.916107,139156300
2020-09-08,314.443627,319.981503,310.866915,311.175079,311.175079,114465300
2020-09-09,315.228056,319.813365,314.350216,317.319946,317.319946,91462300
2020-09-10,319.215677,319.878717,310.838856,311.810089,311.810089,90569500
2020-09-11,313.612524,314.68647,309.11126,311.968903,311.968903,84680200
2020-09-14,315.171964,317.870864,312.118218,316.07782,316.07782,65605700
2020-09-15,318.561934,319.402412,316.087183,317.674774,317.674774,52920900
2020-09-16,318.9263,320.373789,316.134006,316.414185,316.414185,82096000
2020-09-17,311.50194,315.368179,310.969627,313.631165,313.631165,91523300
2020-09-18,314.445932,314.55844,307.507631,310.020416,310.020416,105877900
2020-09-21,305.379254,306.720028,301.656945,306.570007,306.570007,99450800
2020-09-22,308.070215,310.254832,305.529274,309.692261,309.692261,63612100
2020-09-23,310.254855,310.536155,302.003906,302.510223,302.510223,93112200
2020-09-24,301.178751,306.410596,299.847333,303.316498,303.316498,76681300
2020-09-25,302.453927,309.01719,301.5726,308.220245,308.220245,71069400
2020-09-28,312.430057,314.061487,311.426808,313.339539,313.339539,64584600
2020-09-29,313.133298,313.883374,310.929911,311.633118,311.633118,51304000
2020-09-30,312.308228,317.183807,312.111338,313.995941,313.995941,104081100
2020-10-01,316.62122,317.605698,314.108434,316.01178,316.01178,88698700
2020-10-02,311.004884,315.983585,310.526695,313.011353,313.011353,89431100
2020-10-05,315.092938,318.749608,315.046069,318.562103,318.562103,45713100
2020-10-06,318.70269,320.821695,313.517713,314.033386,314.033386,90128900
2020-10-07,317.024393,320.31541,316.996266,319.499695,319.499695,56999600
2020-10-08,321.459268,322.396877,320.531016,322.331238,322.331238,45242500
2020-10-09,324.000223,325.678552,323.372041,325.209747,325.209747,59528600
2020-10-12,327.778692,331.932293,327.28176,330.441498,330.441498,80388500
2020-10-13,330.300888,330.479036,327.309913,328.285034,328.285034,73255500
2020-10-14,328.866385,329.972757,325.48163,326.222321,326.222321,57727900
2020-10-15,322.265576,326.306669,321.721776,325.819122,325.819122,60357700
2020-10-16,327.188045,328.866373,325.444105,325.622253,325.622253,89501900
2020-10-19,326.897339,327.534906,319.762149,320.671631,320.671631,68425600
2020-10-20,322.031203,325.237839,321.262386,321.956207,321.956207,60051900
2020-10-21,321.909344,324.103375,321.037375,321.346802,321.346802,63575000
2020-10-22,321.562356,323.700104,319.396482,323.109406,323.109406,55399300
2020-10-23,324.347087,324.403341,321.721793,324.206451,324.206451,49143900
2020-10-26,320.784219,321.581193,314.680375,318.215179,318.215179,91473000
2020-10-27,318.56209,318.899616,316.902504,317.118164,317.118164,65994100
2020-10-28,311.379953,317.146243,305.782426,306.279358,306.279358,127094300
2020-10-29,306.513776,312.598849,304.80732,309.392242,309.392242,90597700
2020-10-30,307.798362,309.120395,302.472748,306.166931,306.166931,120287300
2020-11-02,309.598572,311.623782,306.823228,309.598572,309.598572,86068300
2020-11-03,312.870666,317.146159,309.682802,315.064667,315.064667,93294200
2020-11-04,319.593387,326.231675,318.402634,322.106201,322.106201,126959700
2020-11-05,327.450605,330.216563,327.094309,328.388214,328.388214,82039700
2020-11-06,328.097511,329.578949,325.959764,328.313171,328.313171,74973000
2020-11-09,341.261627,341.64605,331.969916,332.438721,332.438721,172304200
2020-11-10,331.435378,333.01994,328.641322,331.95108,331.95108,85552000
2020-11-11,334.16385,335.25148,332.907457,334.417023,334.417023,58649000
2020-11-12,333.395011,334.463899,329.344562,331.172882,331.172882,67546200
2020-11-13,333.104302,336.507827,332.579244,335.757751,335.757751,62892200
2020-11-16,338.458149,340.145834,337.154859,339.948944,339.948944,74541100
2020-11-17,337.511043,339.339392,335.982736,338.120483,338.120483,66111000
2020-11-18,338.392465,338.945651,334.013818,334.051331,334.051331,70591300
2020-11-19,333.413752,335.832771,332.054208,335.457733,335.457733,59940900
2020-11-20,335.195208,335.401483,333.085587,333.160583,333.160583,70417300
2020-11-23,334.988952,336.432878,332.729311,335.157715,335.157715,63230600
2020-11-24,337.736168,341.111566,336.873583,340.55838,340.55838,62415900
2020-11-25,340.473942,340.502069,338.926892,340.033264,340.033264,45330900
2020-11-27,341.139755,341.458538,339.958358,340.980377,340.980377,28514100
2020-11-30,340.192621,340.464536,336.760998,339.470673,339.470673,83872700
2020-12-01,342.761748,344.740089,342.161664,343.183655,343.183655,74231400
2020-12-02,342.058549,344.065017,341.477236,343.90564,343.90564,45927000
2020-12-03,343.802443,345.218242,342.696072,343.811829,343.811829,62882000
2020-12-04,344.402539,346.774689,344.308773,346.774689,346.774689,50749900
2020-12-07,345.996494,346.559065,344.777614,346.062134,346.062134,48944300
2020-12-08,344.777645,347.646726,344.730776,347.074799,347.074799,42458900
2020-12-09,347.740447,347.899824,343.118041,343.961884,343.961884,74098300
2020-12-10,342.574172,344.908809,341.692817,343.849335,343.849335,57735400
2020-12-11,342.13352,343.858717,340.595856,343.446167,343.446167,57698600
2020-12-14,345.640141,346.727742,341.730299,341.908447,341.908447,69216200
2020-12-15,344.477579,346.530945,343.089935,346.530945,346.530945,63865300
2020-12-16,346.74663,348.003023,345.855889,347.074799,347.074799,58420500
2020-12-17,348.734293,349.221839,347.899807,349.015564,349.015564,64119500
2020-12-18,349.307492,349.476974,345.588137,347.622009,347.622009,136542300
2020-12-21,343.657864,356.360116,340.88954,346.379089,346.379089,96386700
2020-12-22,346.708647,346.821635,344.655953,345.795288,345.795288,47949000
2020-12-23,346.774581,348.036329,345.776481,346.106049,346.106049,46201400
2020-12-24,346.586225,347.480762,345.993037,347.452515,347.452515,26457900
2020-12-28,350.032527,350.832897,349.401667,350.437439,350.437439,39000400
2020-12-29,351.98167,352.160577,349.175674,349.76889,349.76889,53680500
2020-12-30,350.597451,351.313081,349.872425,350.267883,350.267883,49455300
2020-12-31,350.07026,352.782089,349.552388,352.047638,352.047638,78520700
2021-01-04,353.394112,353.525951,343.516676,347.254852,347.254852,110210800
2021-01-05,346.605025,350.748084,346.557928,349.646393,349.646393,66426200
2021-01-06,348.121054,354.966546,347.56551,351.736816,351.736816,107997700
2021-01-07,354.137921,357.716011,353.959013,356.962738,356.962738,68766800
2021-01-08,358.365785,359.213225,355.07959,358.996674,358.996674,71677200
2021-01-11,355.785715,358.35628,355.663301,356.57666,356.57666,51034700
2021-01-12,356.764994,357.678324,354.382704,356.651978,356.651978,52547700
2021-01-13,356.576655,358.619923,355.785709,357.612427,357.612427,45303600
2021-01-14,358.365794,358.874269,356.021204,356.360168,356.360168,49989100
2021-01-15,354.721658,355.531425,351.878019,353.76123,353.76123,107160000
2021-01-19,356.247167,357.08521,354.750017,356.539062,356.539062,51233300
2021-01-20,358.855392,362.320523,358.459933,361.473083,361.473083,61836100
2021-01-21,362.038044,362.471204,360.870462,361.802643,361.802643,47840100
2021-01-22,359.928787,361.69901,359.542725,360.522003,360.522003,52860500
2021-01-25,361.265829,362.301573,356.360044,361.943787,361.943787,70402000
2021-01-26,362.904272,363.318581,361.143474,361.378876,361.378876,42665300
2021-01-27,358.017327,358.111494,350.286752,352.5466,352.5466,123351100
2021-01-28,354.382725,359.627476,353.940198,355.578583,355.578583,94198100
2021-01-29,353.695347,354.674625,346.765115,348.460022,348.460022,126765100
2021-02-01,351.896906,355.305514,348.751946,354.260345,354.260345,75817600
2021-02-02,357.480578,360.842117,354.345044,359.269623,359.269623,64450700
2021-02-03,360.107729,361.294162,358.26219,359.552185,359.552185,52427100
2021-02-04,360.597336,363.685802,359.665155,363.638733,363.638733,47142600
2021-02-05,365.531353,365.785576,363.591647,365.069946,365.069946,48669800
2021-02-08,366.538841,367.75352,365.67258,367.706451,367.706451,38365200
2021-02-09,366.859028,368.064311,366.444748,367.46167,367.46167,35551100
2021-02-10,369.222428,369.373088,364.872214,367.301544,367.301544,59154400
2021-02-11,368.393825,368.817559,365.437198,367.894775,367.894775,42913300
2021-02-12,367.085039,369.956926,367.009695,369.712128,369.712128,50593300
2021-02-16,370.954976,371.152734,368.666881,369.391907,369.391907,50972400
2021-02-17,367.621781,369.730969,366.595405,369.476746,369.476746,52290600
2021-02-18,366.840125,368.657417,365.098149,367.904144,367.904144,59712800
2021-02-19,369.17537,369.467265,366.802505,367.254486,367.254486,83241000
2021-02-22,364.457965,366.868474,364.156644,364.429718,364.429718,67414200
2021-02-23,362.198066,366.237563,357.998513,364.872223,364.872223,107284100
2021-02-24,363.770516,369.326012,362.772416,368.892853,368.892853,72433900
2021-02-25,367.612311,368.996472,358.544642,360.00412,360.00412,146670500
2021-02-26,361.906166,363.064322,356.143543,358.149139,358.149139,152701600
2021-03-01,363.073661,368.092435,358.346812,366.830658,366.830658,105348800
2021-03-02,367.056758,367.292159,363.459817,363.968292,363.968292,79595300
2021-03-03,363.262029,364.241278,359.043625,359.147217,359.147217,119940200
2021-03-04,358.958897,361.57656,350.164304,354.70285,354.70285,183433000
2021-03-05,358.243277,362.292199,350.879943,361.22818,361.22818,152039600
2021-03-08,362.198041,365.04168,359.147248,359.429718,359.429718,123149200
2021-03-09,363.318536,367.141453,362.810061,364.561462,364.561462,113633600
2021-03-10,366.93425,368.544387,365.503019,366.830658,366.830658,109899400
2021-03-11,369.326003,372.546279,368.864597,370.550079,370.550079,86245000
2021-03-12,369.175378,371.190399,368.356185,371.049164,371.049164,64653600
2021-03-15,371.303376,373.525581,369.137695,373.261932,373.261932,73427200
2021-03-16,373.883434,374.599035,372.009619,372.791168,372.791168,73722500
2021-03-17,371.491753,374.872115,370.333568,374.062347,374.062347,97959300
2021-03-18,371.444629,373.553817,367.93243,368.619812,368.619812,115349100
2021-03-19,368.315675,369.912203,365.736662,367.937805,367.937805,113624500
2021-03-22,368.457329,372.273884,368.40065,370.875732,370.875732,73778600
2021-03-23,370.23334,371.697598,367.163099,367.956635,367.956635,90686600
2021-03-24,369.373651,371.026858,366.038898,366.086121,366.086121,97588600
2021-03-25,364.631322,368.948532,362.666352,368.145569,368.145569,116128600
2021-03-26,369.307607,374.484518,368.70302,374.078308,374.078308,114409100
2021-03-29,372.585636,374.805663,371.083583,373.889313,373.889313,108107600
2021-03-30,372.604487,373.577517,371.281899,372.897339,372.897339,76262200
2021-03-31,373.473702,375.98658,373.445362,374.408936,374.408936,112734200
2021-04-01,376.364331,378.508795,376.156499,378.452087,378.452087,99682900
2021-04-05,381.1445,384.43203,381.068937,383.884094,383.884094,91684800
2021-04-06,383.317335,384.715458,382.977232,383.65741,383.65741,62021000
2021-04-07,383.487306,384.450879,383.024418,384.101349,384.101349,55836300
2021-04-08,385.367228,385.98127,384.422538,385.924591,385.924591,57863100
2021-04-09,385.801832,388.900413,385.679017,388.730347,388.730347,61104600
2021-04-12,388.125757,389.14601,387.511715,388.87207,388.87207,56704900
2021-04-13,388.768142,390.657521,388.380816,390.024567,390.024567,56551000
2021-04-14,389.996244,391.063748,388.14466,388.692596,388.692596,61659900
2021-04-15,390.85594,393.142102,390.808717,392.868134,392.868134,60229800
2021-04-16,394.171788,394.795286,392.73587,394.181244,394.181244,82037300
2021-04-19,393.236509,393.689942,390.903125,392.244568,392.244568,78498500
2021-04-20,391.016554,392.131281,387.880177,389.372803,389.372803,81851800
2021-04-21,388.749285,393.264901,388.607558,393.057068,393.057068,66793000
2021-04-22,392.886994,393.727753,388.390262,389.467194,389.467194,97582800
2021-04-23,390.034088,395.116524,389.958525,393.690033,393.690033,73209200
2021-04-26,394.35126,395.088117,393.756101,394.511841,394.511841,52182400
2021-04-27,394.814145,395.012551,393.274296,394.426819,394.426819,51303100
2021-04-28,394.700803,395.834442,393.841132,394.313477,394.313477,51238900
2021-04-29,397.072045,397.449915,393.406643,396.826416,396.826416,78544300
2021-04-30,394.530788,395.39046,393.312131,394.219025,394.219025,85527000
2021-05-03,396.231164,396.61849,394.56853,395.069214,395.069214,68128300
2021-05-04,393.05708,393.557764,388.900451,392.631958,392.631958,101591200
2021-05-05,394.294671,394.530843,392.188002,392.754822,392.754822,60162200
2021-05-06,392.830329,396.023385,390.799252,395.891144,395.891144,74321400
2021-05-07,396.66573,399.433664,395.976096,398.772369,398.772369,67733800
2021-05-10,399.131453,399.358169,394.700855,394.823669,394.823669,81852400
2021-05-11,390.251305,392.301265,387.37944,391.299896,391.299896,116888000
2021-05-12,388.484765,389.769529,381.654648,382.986664,382.986664,134811000
2021-05-13,384.554774,389.542733,384.507522,387.587219,387.587219,106394000
2021-05-14,390.355249,394.39852,390.326909,393.538849,393.538849,82201600
2021-05-17,392.414721,393.35941,390.496973,392.537506,392.537506,65129200
2021-05-18,392.802037,393.047666,388.994938,389.155548,389.155548,59810200
2021-05-19,384.413172,388.314717,382.91109,388.135223,388.135223,106467100
2021-05-20,389.02323,393.586097,388.900444,392.31076,392.31076,78022200
2021-05-21,393.812746,395.069199,391.526613,391.989502,391.989502,76578700
2021-05-24,394.256828,397.072014,394.011199,395.985626,395.985626,51376700
2021-05-25,397.081393,397.440379,394.521292,395.106995,395.106995,57451400
2021-05-26,395.702194,396.401256,394.653603,395.891144,395.891144,43088600
2021-05-27,396.93027,397.449837,395.815514,396.098938,396.098938,56707700
2021-05-28,397.685958,397.95047,396.571231,396.807404,396.807404,58520200
2021-06-01,399.197541,399.339239,396.013941,396.457947,396.457947,54216600
2021-06-02,397.119156,397.931604,396.098903,397.08136,397.08136,49097100
2021-06-03,394.738659,396.76028,393.255489,395.607758,395.607758,58138800
2021-06-04,397.478209,399.528199,395.673848,399.225891,399.225891,55938800
2021-06-07,399.216371,399.395864,397.893811,398.838501,398.838501,51555000
2021-06-08,399.707694,399.802169,397.072031,398.923615,398.923615,47134300
2021-06-09,399.773804,399.849396,398.101714,398.32843,398.32843,48436300
2021-06-10,399.56595,401.143595,398.233934,400.179993,400.179993,51020100
2021-06-11,400.737437,400.954697,399.43376,400.841339,400.841339,45570800
2021-06-14,400.954661,401.842672,399.698236,401.73877,401.73877,42358500
2021-06-15,401.889933,401.9277,400.113912,401.001923,401.001923,51508500
2021-06-16,401.143637,401.370354,396.694156,398.763,398.763,80386100
2021-06-17,398.347342,399.62265,396.127315,398.630737,398.630737,90949700
2021-06-18,395.309658,396.011006,393.044478,393.252991,393.252991,118676300
2021-06-21,395.034857,399.072411,394.210293,398.882843,398.882843,72822000
2021-06-22,398.873386,401.858889,398.143577,401.01535,401.01535,57700300
2021-06-23,401.091139,401.906216,400.446655,400.531952,400.531952,49445400
2021-06-24,402.702372,403.327881,402.446453,402.901398,402.901398,45110300
2021-06-25,403.659665,404.787526,403.327936,404.332581,404.332581,58129500
2021-06-28,404.863322,405.318238,403.650164,405.147644,405.147644,53159600
2021-06-29,405.536286,406.180769,404.82545,405.365692,405.365692,35970500
2021-06-30,404.90129,406.389312,404.872858,405.706909,405.706909,64827900
2021-07-01,406.474499,408.114169,406.408147,407.953033,407.953033,53441000
2021-07-02,409.128412,411.431511,408.038441,411.07135,411.07135,57697700
2021-07-06,411.128098,411.346098,407.554977,410.322479,410.322479,68710400
2021-07-07,411.014431,412.056996,408.976709,411.772644,411.772644,63549500
2021-07-08,406.389247,409.185211,405.195035,408.417511,408.417511,97595200
2021-07-09,409.943368,413.080518,408.218401,412.777222,412.777222,76238600
2021-07-12,412.692027,414.511779,412.256057,414.255859,414.255859,52889600
2021-07-13,413.45971,414.976164,412.578281,412.843658,412.843658,52911300
2021-07-14,414.559176,415.052041,412.199212,413.459747,413.459747,64130400
2021-07-15,412.104319,412.786722,410.123462,412.047455,412.047455,55126400
2021-07-16,413.241791,413.289168,408.417592,408.815643,408.815643,75874700
2021-07-19,403.934491,408.881906,399.934857,402.778198,402.778198,147987000
2021-07-20,403.451108,409.839167,402.645489,408.550171,408.550171,99608200
2021-07-21,409.763354,412.000131,408.502819,411.857941,411.857941,64724400
2021-07-22,412.037995,412.96683,411.042837,412.720398,412.720398,47878500
2021-07-23,414.67282,417.307648,413.980959,416.966461,416.966461,63766600
2021-07-26,416.369385,417.999569,416.322008,417.990082,417.990082,43719200
2021-07-27,416.938049,416.966481,413.222737,416.085052,416.085052,67397100
2021-07-28,416.720048,417.307667,414.473813,415.914429,415.914429,52472400
2021-07-29,416.85279,418.729377,416.843303,417.639435,417.639435,47435300
2021-07-30,415.042562,417.080285,414.909859,415.611237,415.611237,68951200
2021-08-02,417.345562,417.904749,414.379005,414.739166,414.739166,58783300
2021-08-03,415.544805,418.236497,413.327002,418.113281,418.113281,58053900
2021-08-04,416.814823,418.084845,415.819665,416.05661,416.05661,46732200
2021-08-05,417.231847,418.776734,416.909605,418.691437,418.691437,38969700
2021-08-06,419.013742,419.809875,418.729391,419.383362,419.383362,46930000
2021-08-09,419.354869,419.677111,418.264927,419.042114,419.042114,41222600
2021-08-10,419.497033,420.283707,418.805172,419.563385,419.563385,43339300
2021-08-11,420.643876,420.700741,419.506528,420.605957,420.605957,44034300
2021-08-12,420.454302,422.008676,419.544441,421.866486,421.866486,38909400
2021-08-13,422.321433,422.653162,421.828597,422.634216,422.634216,39470300
2021-08-16,421.316778,423.762038,419.743459,423.629364,423.629364,73740000
2021-08-17,421.041925,421.724328,417.828965,420.852386,420.852386,92673900
2021-08-18,419.828794,421.4116,415.999782,416.246185,416.246185,89351900
2021-08-19,413.488158,418.103873,413.345996,416.890686,416.890686,92812200
2021-08-20,417.241388,420.539645,416.748523,420.207916,420.207916,72008700
2021-08-23,421.913861,424.823553,420.283678,423.904205,423.904205,54973000
2021-08-24,424.577148,425.11739,424.055881,424.577148,424.577148,38744700
2021-08-25,424.766761,425.989377,424.387626,425.468109,425.468109,40529700
2021-08-26,425.183712,425.420657,422.861668,422.956451,422.956451,57829600
2021-08-27,423.771511,427.117174,423.714646,426.738068,426.738068,77235100
2021-08-30,427.420534,429.410878,427.174101,428.614746,428.614746,48357400
2021-08-31,428.519856,428.861043,427.37305,427.979614,427.979614,59300200
2021-09-01,428.927506,429.448774,427.970239,428.207184,428.207184,48721400
2021-09-02,429.647813,430.339674,428.311439,429.524597,429.524597,42501000
2021-09-03,428.377753,429.941585,427.970185,429.420288,429.420288,47170500
2021-09-07,429.069613,429.164397,427.202485,427.884888,427.884888,51671500
2021-09-08,427.344641,428.083909,425.42062,427.363586,427.363586,56181900
2021-09-09,427.164638,428.936983,425.288022,425.534454,425.534454,57970400
2021-09-10,427.486836,427.91332,422.056044,422.17926,422.17926,89948200
2021-09-13,425.21222,425.477597,420.918747,423.259766,423.259766,83738600
2021-09-14,424.719301,424.927814,420.075183,420.975586,420.975586,78197100
2021-09-15,421.402139,424.994235,420.283765,424.491913,424.491913,78792200
2021-09-16,423.961162,424.946832,420.833469,423.819,423.819,77786700
2021-09-17,423.037384,423.465234,419.329176,419.690491,419.690491,118425000
2021-09-20,413.491187,415.088553,407.767252,412.692505,412.692505,166445500
2021-09-21,415.060005,416.372137,411.770188,412.302643,412.302643,92526100
2021-09-22,414.603609,418.38787,412.416742,416.324585,416.324585,102350100
2021-09-23,418.216728,423.008852,417.979024,421.382935,421.382935,76396000
2021-09-24,419.728569,422.799717,419.50987,422.077087,422.077087,62094800
2021-09-27,421.03116,422.210163,420.165913,420.869537,420.869537,61371100
2021-09-28,418.064591,418.397383,411.646578,412.388214,412.388214,130436300
2021-09-29,413.785962,415.544979,412.511871,413.082367,413.082367,82329200
2021-09-30,414.575103,415.288216,407.691199,408.033508,408.033508,140506000
2021-10-01,409.782987,414.584599,406.217424,412.882629,412.882629,129240100
2021-10-04,411.703714,412.61649,405.390276,407.558167,407.558167,128570000
2021-10-05,409.079386,414.071173,408.271215,411.798737,411.798737,90682500
2021-10-06,408.15712,413.719404,406.512226,413.510223,413.510223,113032200
2021-10-07,416.828556,419.956722,416.647899,417.085266,417.085266,72437500
2021-10-08,417.864932,418.254771,415.687554,416.324585,416.324585,74557400
2021-10-11,415.659065,418.606603,413.243983,413.310547,413.310547,65233300
2021-10-12,414.242374,414.651219,411.4945,412.293182,412.293182,71181200
2021-10-13,413.329482,414.603573,410.31541,413.776367,413.776367,72974000
